id,u,v,geometry
49,506851024,5003492385,"LINESTRING (2.4063662 41.8450956, 2.4063367 41.8449681, 2.4062775 41.8448251, 2.4061602 41.8446208, 2.4061167 41.8445588, 2.4060117 41.8444503, 2.4059235 41.8443815, 2.4057698 41.8442983, 2.404874 41.843851, 2.4041332 41.8434901, 2.4040436 41.84343, 2.4039692 41.8433726, 2.403909 41.8433057, 2.4038632 41.8432387, 2.4035575 41.8427038)"
50,506851024,7925498288,"LINESTRING (2.4063662 41.8450956, 2.4058103 41.8452469, 2.4050523 41.8451198, 2.4038774 41.8448516, 2.4018497 41.8452469, 2.4012054 41.8451198, 2.400978 41.8457409, 2.4005801 41.8461645, 2.3999358 41.846235, 2.3991209 41.8459245)"
51,506851029,4948667354,"LINESTRING (2.411974 41.8126528, 2.412036 41.8127279, 2.4121647 41.8127149, 2.412273 41.8126712, 2.4123345 41.8126494, 2.4124442 41.8126276, 2.4125423 41.8126527, 2.4125701 41.8127127, 2.4125423 41.8127683, 2.4124413 41.8128196, 2.412412 41.8128861, 2.4124427 41.8129995, 2.4125554 41.8130551, 2.4126871 41.8130791, 2.413009 41.8131925, 2.4131173 41.8132809, 2.4132592 41.8133452, 2.4133573 41.8133376, 2.4134919 41.8132787, 2.4136133 41.8132689, 2.4137582 41.8133518, 2.4138928 41.8134805, 2.4139762 41.8135492, 2.4140523 41.8135742, 2.4140991 41.8135448, 2.4141182 41.8134903, 2.4141328 41.8134314, 2.4142001 41.8134117, 2.4142586 41.8134576, 2.4145806 41.8136571, 2.4148396 41.813704, 2.4150195 41.8137247, 2.4152376 41.8138174, 2.4154366 41.8139429, 2.4155507 41.8139865, 2.4156765 41.8139887, 2.4158272 41.8139341, 2.4158843 41.8138818, 2.4158624 41.8138, 2.4158229 41.8137662, 2.4153444 41.8134979, 2.4152741 41.8133998, 2.4154058 41.8133627, 2.4155551 41.813367, 2.415915 41.8134107, 2.4160087 41.8134805, 2.416076 41.8135721, 2.4161843 41.8136964, 2.4163218 41.8138273, 2.4165062 41.8140955, 2.416793 41.814486, 2.4168135 41.8145928, 2.4167754 41.8148873, 2.4167271 41.8150956, 2.4166789 41.8151436, 2.4165676 41.8151643, 2.4164945 41.8151567, 2.4163833 41.815137)"
52,506851029,3892895146,"LINESTRING (2.411974 41.8126528, 2.4118021 41.8127381, 2.411621 41.812812, 2.4114697 41.8128847, 2.4113386 41.812959, 2.4112462 41.8130549, 2.411193 41.8131167, 2.4111675 41.8132007, 2.4111711 41.8132835, 2.4112045 41.8133507, 2.4112625 41.8134267, 2.4114685 41.8136164, 2.41179 41.8139205, 2.4119041 41.814062, 2.4119564 41.8141749, 2.4119782 41.814289, 2.4119853 41.814375, 2.4119705 41.814536, 2.4119476 41.814691, 2.4118856 41.8149067, 2.4118101 41.8151114, 2.4117476 41.8152065, 2.4116657 41.815266, 2.4115448 41.815324, 2.4112868 41.815407, 2.4110775 41.8154885, 2.4108902 41.8155725, 2.410653 41.815695, 2.4102868 41.8158878, 2.4101763 41.8159267, 2.4100658 41.815961, 2.4097256 41.816043, 2.4096452 41.8160719, 2.4095675 41.8161087, 2.4095133 41.8161765, 2.4094889 41.81625, 2.4094845 41.816351, 2.4095179 41.8164808, 2.4095687 41.8166285, 2.4097126 41.816871, 2.4101679 41.8175547, 2.4102147 41.8177249, 2.4102173 41.8177901, 2.4101732 41.8179162, 2.4101384 41.8179649, 2.4100222 41.8181128, 2.4099172 41.8182483, 2.409859 41.818368, 2.4097968 41.8185412, 2.4097501 41.8186313, 2.4096715 41.8187095, 2.409617 41.818751, 2.4094987 41.818816, 2.4093111 41.8188928, 2.4088553 41.8190525, 2.4087729 41.8191081, 2.4086722 41.819185, 2.4086123 41.8192815, 2.4085945 41.8193307, 2.4085608 41.8195107, 2.408549 41.819698, 2.4085182 41.8198183, 2.4084753 41.819928, 2.408357 41.820103, 2.4082468 41.8203052, 2.408168 41.8204741, 2.4076492 41.8217477, 2.407472 41.8221409, 2.4073736 41.8223335, 2.4072722 41.8225269, 2.4072253 41.82265, 2.4072078 41.8228004, 2.4072058 41.8229789, 2.407219 41.823143, 2.4072794 41.8232906, 2.4073561 41.8234382, 2.4076905 41.8239116, 2.4078979 41.824191, 2.4080823 41.8244623, 2.408287 41.824782, 2.4085693 41.8251201, 2.4088313 41.8254794, 2.4089023 41.8255964, 2.4090105 41.8258539)"
53,506851029,571674835,"LINESTRING (2.411974 41.8126528, 2.4123326 41.8123495, 2.412417 41.812301, 2.412521 41.8122496, 2.4127236 41.8122086, 2.4131243 41.8121799, 2.4137549 41.8121569, 2.4139649 41.8121361, 2.4141062 41.8120998, 2.4142104 41.81206, 2.4144261 41.8119535, 2.4147044 41.8118181, 2.4150767 41.811662, 2.4153197 41.8115594, 2.4154425 41.8114993, 2.4155767 41.8114067, 2.4156915 41.8113117, 2.4159338 41.8111356, 2.4160796 41.8110361, 2.4161468 41.8109848, 2.4162019 41.8109275, 2.4162279 41.8108701, 2.4162401 41.810799, 2.4162267 41.8107215, 2.4161655 41.8105832, 2.4160359 41.8104043, 2.4157511 41.8101085, 2.4155313 41.8099009, 2.4153502 41.8097535, 2.41518 41.8096512)"
54,506851075,1932717141,"LINESTRING (2.431604 41.8036542, 2.4316471 41.8038545, 2.431732 41.803865, 2.4317979 41.8039064)"
55,506851075,1932717140,"LINESTRING (2.431604 41.8036542, 2.4315168 41.8036882, 2.4314704 41.803694, 2.4313928 41.803694, 2.4313324 41.8036847, 2.431243 41.80366, 2.4312081 41.8036381)"
56,506851075,9499965637,"LINESTRING (2.431604 41.8036542, 2.431671 41.8036075, 2.4318772 41.8033542, 2.431971 41.8032486, 2.4320666 41.8031733, 2.4321876 41.80311, 2.432351 41.803052, 2.4326353 41.8029884)"
57,506851119,1932702585,"LINESTRING (2.4183242 41.8044335, 2.4182822 41.8044622)"
58,506851119,1932734779,"LINESTRING (2.4183242 41.8044335, 2.4183619 41.804445, 2.4183861 41.8044648)"
59,506851119,9062864860,"LINESTRING (2.4183242 41.8044335, 2.4184502 41.8043651, 2.4185578 41.8043067, 2.4187785 41.8041777, 2.4189038 41.8041141, 2.4190319 41.804066, 2.4191736 41.8040396, 2.4193226 41.8040287, 2.4195178 41.8040227)"
60,510890414,6946075209,"LINESTRING (2.469438 41.868776, 2.4695461 41.8686286)"
61,510890414,6946075181,"LINESTRING (2.469438 41.868776, 2.469565 41.868865, 2.470399 41.869758, 2.470697 41.870098, 2.470798 41.870231, 2.470869 41.870352, 2.470935 41.870538, 2.471017 41.870839, 2.471086 41.871175, 2.471182 41.8714, 2.471311 41.871581, 2.472167 41.872521, 2.4723216 41.8726915)"
62,510890414,510890735,"LINESTRING (2.469438 41.868776, 2.469308 41.868706, 2.4691251 41.8686697, 2.469003 41.868673, 2.468847 41.868697, 2.46866 41.868782, 2.467929 41.869114, 2.467764 41.869138, 2.467611 41.869141)"
63,510890421,5144833445,"LINESTRING (2.4828686 41.879567, 2.482818 41.879643, 2.482821 41.879757, 2.482909 41.879859, 2.483363 41.880237, 2.483557 41.880425, 2.483653 41.880529, 2.484259 41.881557, 2.484305 41.881614, 2.484675 41.881901, 2.4848478 41.8819792)"
64,510890421,510891047,"LINESTRING (2.4828686 41.879567, 2.4827832 41.8794759, 2.4826813 41.879398, 2.4826196 41.8793651, 2.4825345 41.8792942, 2.4824734 41.8792223, 2.482407 41.879155)"
65,510890421,510890490,"LINESTRING (2.4828686 41.879567, 2.48315 41.87941, 2.48321 41.879344, 2.4832006 41.879259, 2.483126 41.879192, 2.4829977 41.879157, 2.48286 41.879172, 2.482652 41.879206)"
66,510890484,510890498,"LINESTRING (2.4418008 41.8543134, 2.441606 41.85433, 2.441407 41.854344, 2.441271 41.854407, 2.441114 41.854489, 2.440949 41.854538, 2.440829 41.854611, 2.44063 41.854644, 2.440478 41.854634, 2.440321 41.854637, 2.44008 41.854683, 2.439915 41.854673, 2.439759 41.854593, 2.439284 41.854265, 2.439225 41.854192, 2.4391054 41.8539987, 2.4390709 41.8539639, 2.4390493 41.8539483, 2.4390174 41.8539314, 2.4389777 41.8539131, 2.4389292 41.8539014, 2.4388824 41.8538969, 2.4388082 41.8538963, 2.4387306 41.8539022, 2.4386655 41.8539085, 2.4385729 41.8539245, 2.4384886 41.8539424, 2.4384233 41.8539576, 2.4383735 41.8539729, 2.4381547 41.85405, 2.4380774 41.854068, 2.4380268 41.8540776, 2.4379692 41.8540821, 2.4378633 41.8540795)"
67,510890484,11900569325,"LINESTRING (2.4418008 41.8543134, 2.441988 41.85424, 2.442153 41.854165, 2.442348 41.854128, 2.442628 41.854135, 2.443181 41.854233, 2.443388 41.854326, 2.443564 41.854434, 2.443669 41.854561, 2.443723 41.854697, 2.4437646 41.8547606)"
68,510890484,2830896995,"LINESTRING (2.4418008 41.8543134, 2.4418616 41.8542357, 2.4419078 41.8541793, 2.4422166 41.8539556, 2.4424561 41.8538132, 2.4427019 41.8538022, 2.4429602 41.8537443, 2.443122 41.8536911, 2.4433279 41.8536943, 2.4434896 41.8536301, 2.4436114 41.8535691, 2.4438425 41.8535049, 2.4439749 41.8534971, 2.4441366 41.8535394, 2.4445547 41.8536724, 2.4447626 41.8537709, 2.4448467 41.8538664, 2.4450215 41.8539623, 2.4452711 41.8539668, 2.4454493 41.8539181, 2.4455503 41.8538185, 2.4456781 41.853688, 2.4457364 41.8536619)"
69,510890490,5353265246,"LINESTRING (2.482652 41.879206, 2.4826106 41.8791018, 2.4825521 41.8790085, 2.4825626 41.8789385, 2.4826253 41.878884, 2.4828447 41.8787937, 2.4829388 41.8787268, 2.4830641 41.8785806, 2.4831958 41.8784825, 2.4833191 41.8784499, 2.4835469 41.8784639)"
70,510890490,510891047,"LINESTRING (2.482652 41.879206, 2.482521 41.879196, 2.482407 41.879155)"
71,510890498,2825797321,"LINESTRING (2.4378633 41.8540795, 2.4378464 41.8541429, 2.4378329 41.8541747, 2.4378085 41.8542118, 2.4377747 41.8542438, 2.4377223 41.8542612, 2.4376777 41.854269, 2.4375964 41.8542591, 2.4373857 41.8542092, 2.4373191 41.8542035, 2.4372561 41.8542062, 2.4372196 41.8542153, 2.4371883 41.8542334, 2.4371654 41.8542588, 2.4371531 41.8542902, 2.4371512 41.8543164, 2.4371591 41.8543542, 2.4371829 41.8543854, 2.4372222 41.8544152, 2.4374175 41.8544637, 2.4376371 41.8544819, 2.438643 41.8543789, 2.4389633 41.8544758, 2.4392155 41.8548516, 2.4392155 41.8551909, 2.4393632 41.8553308, 2.4398664 41.8554576, 2.4400627 41.8557417, 2.4401657 41.8559314, 2.4400988 41.855989, 2.4399531 41.855939, 2.439633 41.8558757, 2.4393376 41.8560393, 2.4389389 41.8563302, 2.4387111 41.8563363, 2.4384785 41.855906, 2.438267 41.8558515, 2.4379822 41.8559908, 2.4376952 41.85582, 2.4372982 41.8554515, 2.4371774 41.8554044, 2.4366553 41.8554876, 2.4364045 41.8555714, 2.4363145 41.8555715, 2.4362206 41.855459, 2.4361378 41.855239, 2.4360334 41.8551968, 2.4358805 41.8552604, 2.4357656 41.8552868, 2.4357011 41.8552305, 2.4357473 41.8551606, 2.4358657 41.8551301, 2.4361304 41.8550144, 2.4365733 41.8550787, 2.4367977 41.8549716, 2.4371733 41.8549665, 2.4376031 41.8549973, 2.4376325 41.8549667, 2.4376389 41.8549261, 2.4375864 41.8549023, 2.437351 41.8548949, 2.4369882 41.854807, 2.4364885 41.8545284, 2.4362309 41.8543964, 2.4357945 41.8544165, 2.43551 41.8543613, 2.435379 41.8542433, 2.4353733 41.8541811)"
72,510890507,6947478683,"LINESTRING (2.465831 41.863853, 2.465862 41.863761, 2.465871 41.863603, 2.465771 41.863441, 2.4656984 41.8633038, 2.465494 41.863136, 2.465171 41.862913, 2.464876 41.862738, 2.464708 41.862595, 2.464624 41.86243, 2.464545 41.862287, 2.464402 41.862195, 2.4643607 41.8621788, 2.4643435 41.862172)"
73,510890507,5592001236,"LINESTRING (2.465831 41.863853, 2.4659877 41.8638025, 2.4661 41.8636653, 2.4662483 41.8636118, 2.4663605 41.8635282, 2.4664549 41.8634178, 2.4665402 41.8631837, 2.4666345 41.8630398, 2.4666794 41.8628592, 2.4668232 41.8626819, 2.4670163 41.8625247)"
74,510890507,510890962,"LINESTRING (2.465831 41.863853, 2.465656 41.864077, 2.465185 41.864704, 2.464744 41.865303, 2.464384 41.865836, 2.463858 41.866567, 2.463776 41.866712)"
75,510890576,510891063,"LINESTRING (2.4756304 41.8756345, 2.4750391 41.8753887, 2.474897 41.8753357, 2.4748126 41.8753168, 2.4747295 41.875317)"
76,510890576,6946074492,"LINESTRING (2.4756304 41.8756345, 2.4754603 41.875803, 2.4753858 41.8758526, 2.4751343 41.8759714, 2.474694 41.8761435, 2.4744069 41.876254, 2.4742537 41.8763427, 2.474171 41.876408, 2.474098 41.876504, 2.4740226 41.8766561, 2.4739788 41.8767539, 2.4739764 41.8769006, 2.4740101 41.8770395)"
77,510890576,6946074477,"LINESTRING (2.4756304 41.8756345, 2.476604 41.8760503)"
78,510890576,510890674,"LINESTRING (2.4756304 41.8756345, 2.475446 41.8754856, 2.4751 41.875196, 2.4748733 41.8749424, 2.4747928 41.8747467, 2.4746735 41.8746478, 2.4744857 41.8745559, 2.474093 41.87452)"
79,510890610,6947478683,"LINESTRING (2.4546481 41.8602133, 2.454671 41.860438, 2.454703 41.860681, 2.4547336 41.8607748, 2.4547803 41.8608464, 2.454835 41.8609133, 2.4548943 41.8609683, 2.4549488 41.8609996, 2.455017 41.861031, 2.4550772 41.861041, 2.455158 41.8610493, 2.4552279 41.8610447, 2.4553069 41.8610298, 2.4553686 41.8609941, 2.4554087 41.8609506, 2.4554372 41.8608901, 2.455532 41.860701, 2.4556534 41.8605593, 2.4557748 41.8604569, 2.4558833 41.8603651, 2.4559804 41.8603074, 2.4561035 41.8602647, 2.4561903 41.8602459, 2.4563068 41.8602374, 2.4564169 41.8602241, 2.4565935 41.8601682, 2.4568333 41.8600613, 2.457041 41.859968, 2.457096 41.859883, 2.457093 41.859785, 2.456963 41.859617, 2.456922 41.859537, 2.456974 41.859357, 2.457042 41.859278, 2.457267 41.859204, 2.457678 41.859205, 2.457834 41.859232, 2.458099 41.859369, 2.458239 41.859369, 2.458557 41.859314, 2.458709 41.859305, 2.459035 41.859345, 2.459183 41.859339, 2.459437 41.859261, 2.459701 41.859136, 2.459917 41.859099, 2.460158 41.859119, 2.460559 41.85926, 2.460925 41.859439, 2.461165 41.859652, 2.461274 41.859751, 2.461422 41.859796, 2.46154 41.859806, 2.46185 41.859712, 2.461994 41.859678, 2.462456 41.859627, 2.462778 41.859552, 2.463028 41.859525, 2.463523 41.859492, 2.463612 41.859483, 2.463998 41.859346, 2.464447 41.859294, 2.464807 41.859309, 2.465166 41.859373, 2.465483 41.859479, 2.465816 41.859633, 2.4659 41.85969, 2.4660745 41.8598188, 2.466295 41.860011, 2.466509 41.860212, 2.466584 41.860297, 2.466609 41.860424, 2.466639 41.860839, 2.466617 41.860949, 2.466574 41.86105, 2.466361 41.86122, 2.466225 41.861302, 2.465979 41.861389, 2.465635 41.861501, 2.465389 41.861535, 2.464365 41.861597, 2.464089 41.861627, 2.46397 41.861696, 2.463893 41.861826, 2.463884 41.861914, 2.463934 41.861997, 2.464048 41.862057, 2.46428 41.862147, 2.4643435 41.862172)"
80,510890610,2188345982,"LINESTRING (2.4546481 41.8602133, 2.4545045 41.8602214, 2.454425 41.8602057, 2.4543438 41.8601702, 2.4542947 41.8601347, 2.4542552 41.8600848, 2.4542088 41.8599922, 2.4541681 41.8599078, 2.4541157 41.8598435, 2.4540633 41.859803, 2.4539587 41.8597406, 2.4538102 41.8596718, 2.4536433 41.8596133, 2.4534299 41.8595654, 2.4528179 41.8594664)"
81,510890610,2535640634,"LINESTRING (2.4546481 41.8602133, 2.4546038 41.8600938, 2.4545572 41.8600068, 2.4544841 41.8599134, 2.4544111 41.8598354, 2.4543222 41.8597605, 2.454199 41.8596839, 2.453837 41.859485, 2.453618 41.859357, 2.4535142 41.8593135, 2.4533692 41.8592666, 2.4531653 41.8591881, 2.4530678 41.85914, 2.4529382 41.8590493, 2.4528783 41.8589906, 2.4528428 41.8589394, 2.4528289 41.8588793, 2.452815 41.858727, 2.4527955 41.8586854, 2.4527484 41.8586386, 2.452643 41.858581, 2.4525259 41.8585531, 2.4524321 41.8585186, 2.4523589 41.8584791, 2.4522717 41.8584283, 2.45218 41.858357, 2.452117 41.858259, 2.4520512 41.8581315, 2.4519756 41.8580213, 2.4519 41.857935, 2.451781 41.8578541, 2.4516735 41.8577938, 2.4511523 41.8575837, 2.451048 41.857558, 2.4509576 41.8575426, 2.4508741 41.8575391, 2.4508112 41.8575611, 2.4507582 41.8575905, 2.4506549 41.8577155, 2.4505484 41.8578529, 2.450471 41.8579332, 2.450431 41.857991, 2.4503782 41.8580752, 2.4503505 41.8581526, 2.4503142 41.8582269, 2.4502748 41.8582736, 2.4502216 41.8583049, 2.4501662 41.8583184, 2.4499683 41.8583389, 2.4498765 41.8583574, 2.4497892 41.8583759, 2.4495922 41.8584745, 2.4495004 41.8585044, 2.4494245 41.8585172, 2.4493521 41.8585208, 2.449291 41.8585108, 2.4492347 41.8584825, 2.4491922 41.8584508, 2.4491542 41.8584085, 2.4490874 41.8582582, 2.449071 41.8582, 2.4490355 41.8581527, 2.4489902 41.8581137, 2.448945 41.858085, 2.4487871 41.8579875, 2.4487189 41.8579369, 2.4486647 41.8578881, 2.44863 41.8578312, 2.448609 41.857771, 2.4485692 41.8577076, 2.448534 41.8576699, 2.448455 41.8576334, 2.4483761 41.8576174, 2.4482895 41.857619, 2.4481324 41.8576457, 2.4480508 41.8576655, 2.4479885 41.8576568, 2.4479382 41.8576381, 2.4478891 41.8575998, 2.4478443 41.8575462, 2.4477765 41.8573968)"
82,510890674,510909529,"LINESTRING (2.474093 41.87452, 2.4734383 41.874539, 2.4729824 41.8745879, 2.4727852 41.8746568, 2.472631 41.8747472, 2.4725063 41.8748815, 2.4720503 41.8753259, 2.4715433 41.8758631, 2.4712979 41.8761237, 2.4711866 41.8762905, 2.4711169 41.8764193, 2.4710731 41.8765332)"
83,510890674,510891063,"LINESTRING (2.474093 41.87452, 2.474019 41.874833, 2.474027 41.874947, 2.474051 41.875029, 2.4741704 41.87509, 2.4743778 41.875171, 2.4746903 41.875288, 2.4747295 41.875317)"
84,510890674,6946075181,"LINESTRING (2.474093 41.87452, 2.4741177 41.874363, 2.4740764 41.874198, 2.4739674 41.873989, 2.473691 41.873585, 2.473594 41.873496, 2.473505 41.873432, 2.473278 41.873298, 2.473004 41.873133, 2.472886 41.873075, 2.472633 41.872966, 2.472478 41.872864, 2.4723216 41.8726915)"
85,510890707,6946074549,"LINESTRING (2.4820942 41.878828, 2.4820483 41.8787654, 2.4818874 41.8786965, 2.4817184 41.8786306, 2.4815668 41.8785657, 2.481477 41.8785268, 2.4813603 41.8784829, 2.481253 41.8784529, 2.4811001 41.878403, 2.4809647 41.878364, 2.4808735 41.8783351, 2.4807944 41.8782951, 2.4807528 41.8782612, 2.4807446 41.8782322)"
86,510890707,510891047,"LINESTRING (2.4820942 41.878828, 2.4821139 41.878879, 2.4821626 41.878942, 2.482407 41.879155)"
87,510890707,6946074548,"LINESTRING (2.4820942 41.878828, 2.48211 41.878779, 2.482152 41.878745, 2.482266 41.878729, 2.4825555 41.878683, 2.4826574 41.878623, 2.4826978 41.87855, 2.482727 41.878361, 2.482791 41.878276, 2.482867 41.878226, 2.483008 41.878129, 2.483042 41.878062, 2.483022 41.877977, 2.482929 41.877932, 2.482811 41.87789, 2.481619 41.877645, 2.4815193 41.877638, 2.481403 41.877685, 2.481352 41.877751, 2.48133 41.877814, 2.481303 41.878055, 2.48126 41.878118, 2.481166 41.878165, 2.481039 41.878183, 2.480916 41.878182, 2.4807861 41.8781709)"
88,510890735,6946074828,"LINESTRING (2.467611 41.869141, 2.467579 41.8691778, 2.4676039 41.869208, 2.467688 41.869259, 2.4677347 41.8693147, 2.4677503 41.8693703, 2.4676133 41.8695257, 2.4674856 41.8696672, 2.4673548 41.8697553)"
89,510890735,6946075295,"LINESTRING (2.467611 41.869141, 2.467495 41.8691175)"
90,510890962,6946075347,"LINESTRING (2.463776 41.866712, 2.463754 41.86681, 2.463782 41.866988, 2.46382 41.867086, 2.464302 41.867531, 2.4645 41.867643, 2.4646052 41.8676856)"
91,510890962,6947485552,"LINESTRING (2.463776 41.866712, 2.4635673 41.8665028, 2.4635473 41.8664458, 2.4635373 41.8663044, 2.4634974 41.8662498, 2.4632341 41.866019, 2.4631075 41.8659843, 2.4628244 41.8659148, 2.4625778 41.8658354, 2.4623213 41.8657213, 2.4622313 41.8656742, 2.4620814 41.8655625, 2.4618882 41.8653888, 2.461595 41.8651903, 2.4614617 41.8651209, 2.4612018 41.865034, 2.4609553 41.8649596, 2.4605688 41.8649025, 2.4596226 41.8648033)"
92,510891063,510909529,"LINESTRING (2.4747295 41.875317, 2.4746089 41.8753601, 2.4743985 41.8754732, 2.4740078 41.875675, 2.4737337 41.8757351, 2.4729467 41.8757435, 2.4725358 41.875828, 2.4722955 41.8759428, 2.4710731 41.8765332)"
93,510891243,6946075295,"LINESTRING (2.466693 41.868605, 2.466811 41.868716, 2.466945 41.86884, 2.467109 41.868961, 2.467286 41.86906, 2.467468 41.869112, 2.467495 41.8691175)"
94,510891243,6946075306,"LINESTRING (2.466693 41.868605, 2.46658 41.868526, 2.466398 41.86843, 2.466146 41.868311, 2.465977 41.868235, 2.465813 41.868123, 2.465661 41.868002, 2.4655731 41.8679559)"
95,510891243,6946075059,"LINESTRING (2.466693 41.868605, 2.4665972 41.8687253, 2.4664524 41.8688144, 2.4662938 41.868831, 2.4659904 41.8688186, 2.4657343 41.8688082, 2.4655144 41.8687377, 2.4650745 41.8685159, 2.4648017 41.8684413, 2.4645234 41.8683916, 2.4642923 41.8683895, 2.4641197 41.8684081, 2.4638804 41.8684517, 2.4636938 41.868489, 2.4636437 41.8685159, 2.4636382 41.8685532, 2.4636187 41.8686092, 2.4636938 41.8686527, 2.4637328 41.8687004, 2.4637495 41.8688041, 2.4637328 41.8689326, 2.4637078 41.8690176, 2.4635073 41.8690901, 2.4633375 41.8691233)"
96,510909529,8399875899,"LINESTRING (2.4710731 41.8765332, 2.4707513 41.8767248, 2.4705046 41.8769164, 2.4704043 41.8770032)"
97,510909556,2490079926,"LINESTRING (2.4442411 41.8887281, 2.4442701 41.8888293)"
98,510909556,8422369282,"LINESTRING (2.4442411 41.8887281, 2.4441814 41.8887192)"
99,510909556,8422369285,"LINESTRING (2.4442411 41.8887281, 2.4443002 41.8887381, 2.4446275 41.8887994)"
100,510909561,8399875899,"LINESTRING (2.4653214 41.881854, 2.4657931 41.881673, 2.466152 41.881308, 2.466575 41.880877, 2.4704043 41.8770032)"
101,510909561,5144833663,"LINESTRING (2.4653214 41.881854, 2.4652129 41.8819331, 2.464201 41.882894, 2.4641415 41.8830012, 2.4640673 41.8833001, 2.4639873 41.8834196, 2.4638898 41.8835001, 2.4637642 41.883552, 2.4636651 41.883561, 2.4634882 41.8835521, 2.4634018 41.8835841, 2.4633475 41.883664, 2.4633549 41.883874, 2.4633521 41.8840651, 2.4632843 41.8842111, 2.463162 41.884296, 2.4630432 41.8843205, 2.462911 41.884325, 2.460652 41.884314, 2.4601577 41.884314, 2.460064 41.884333, 2.459965 41.884376, 2.4598893 41.884478, 2.4597456 41.8849651)"
102,510909561,5144833664,"LINESTRING (2.4653214 41.881854, 2.4653199 41.8819404, 2.4652895 41.8820844, 2.4653692 41.8822482, 2.465571 41.882438, 2.465779 41.882588, 2.466023 41.882799, 2.466109 41.882846, 2.466232 41.88288, 2.466456 41.882908, 2.466614 41.882911, 2.466726 41.882934, 2.466798 41.882986, 2.466862 41.88311, 2.46689 41.883252, 2.466925 41.883313, 2.466997 41.883352, 2.467181 41.883389, 2.467299 41.883447, 2.467349 41.883498, 2.467373 41.883599, 2.467315 41.883669, 2.467236 41.883704, 2.466987 41.883772, 2.466796 41.883862, 2.466444 41.884104, 2.466309 41.884226, 2.465899 41.88472, 2.465865 41.884849, 2.465874 41.88509, 2.465813 41.88531, 2.465779 41.885365, 2.465691 41.885433, 2.465585 41.885468, 2.465388 41.885503, 2.465296 41.88554, 2.464911 41.885835, 2.464382 41.886332, 2.464331 41.886401, 2.464329 41.886502, 2.464477 41.886782, 2.464568 41.887086, 2.464593 41.887315, 2.46455 41.887433, 2.464449 41.887501, 2.464348 41.887527, 2.464079 41.887568, 2.463638 41.887599, 2.463511 41.887621, 2.463371 41.887675, 2.463301 41.887742, 2.463286 41.887827, 2.463333 41.887946, 2.463594 41.88821, 2.46408 41.888625, 2.464283 41.888887, 2.4643614 41.8891304)"
103,516236486,2827725570,"LINESTRING (2.3601631 41.8918243, 2.359642 41.891721, 2.359006 41.891633, 2.3588 41.89162, 2.3585472 41.8916514, 2.3575169 41.8918478, 2.3568728 41.8919763)"
104,516236871,516238315,"LINESTRING (2.3769981 41.8951027, 2.3770231 41.895108, 2.3770462 41.8951167, 2.3770667 41.8951285, 2.3770839 41.8951429, 2.3770971 41.8951595, 2.3771059 41.8951777, 2.37711 41.8951967, 2.3771092 41.895216)"
105,516236871,516238452,"LINESTRING (2.3771092 41.895216, 2.3771035 41.895235, 2.3770931 41.8952528, 2.3770783 41.8952688, 2.3770598 41.8952825, 2.3770381 41.8952933, 2.377014 41.8953008, 2.3769885 41.8953049)"
106,516236871,516237720,"LINESTRING (2.3771092 41.895216, 2.3772882 41.895156, 2.3774161 41.895053, 2.3776629 41.8948001, 2.3777821 41.894754, 2.3779108 41.8947455, 2.378018 41.894765, 2.378211 41.894853, 2.37849 41.895035, 2.378712 41.895181, 2.378864 41.895233)"
107,516236971,9705396690,"LINESTRING (2.3530128 41.8579846, 2.3528656 41.8580327, 2.3527353 41.8580568, 2.3526671 41.8580602)"
